Row;blocks;up ramps;blocks per ramp;fixed headway(min);adaptative headway(min);total time(min);adaptative total time(min);total time(working years);adaptativive total time(working years)
29;24025;3;8008;7.00;3.16;56056.00;25279.92;0.29944;0.13504
30;23716;3;7905;7.00;3.19;55335.00;25248.09;0.29559;0.13487
31;23409;3;7803;7.00;3.23;54621.00;25214.74;0.29178;0.13469
32;23409;3;7803;7.00;3.27;54621.00;25510.03;0.29178;0.13627
33;23104;3;7701;7.00;3.31;53907.00;25470.73;0.28796;0.13606
34;22801;3;7600;7.00;3.35;53200.00;25429.64;0.28419;0.13584
35;22500;3;7500;7.00;3.38;52500.00;25386.71;0.28045;0.13561
36;22201;3;7400;7.00;3.42;51800.00;25338.49;0.27671;0.13536
37;21904;3;7301;7.00;3.46;51107.00;25288.27;0.27301;0.13509
38;21609;3;7203;7.00;3.50;50421.00;25236.05;0.26934;0.13481
39;21316;3;7105;7.00;3.54;49735.00;25178.25;0.26568;0.13450
40;21025;3;7008;7.00;3.58;49056.00;25118.34;0.26205;0.13418
41;21025;3;7008;7.00;3.63;49056.00;25404.31;0.26205;0.13571
42;20736;3;6912;7.00;3.67;48384.00;25340.43;0.25846;0.13537
43;20449;3;6816;7.00;3.71;47712.00;25270.66;0.25487;0.13499
44;20164;3;6721;7.00;3.75;47047.00;25198.65;0.25132;0.13461
45;19881;3;6627;7.00;3.79;46389.00;25124.39;0.24780;0.13421
46;19600;3;6533;7.00;3.83;45731.00;25044.08;0.24429;0.13378
47;19321;3;6440;7.00;3.88;45080.00;24961.47;0.24081;0.13334
48;19044;3;6348;7.00;3.92;44436.00;24876.61;0.23737;0.13289
49;19044;3;6348;7.00;3.96;44436.00;25150.04;0.23737;0.13435
50;18769;3;6256;7.00;4.01;43792.00;25056.67;0.23393;0.13385
51;18496;3;6165;7.00;4.05;43155.00;24960.98;0.23053;0.13334
52;18225;3;6075;7.00;4.09;42525.00;24863.01;0.22716;0.13282
53;17956;3;5985;7.00;4.14;41895.00;24758.67;0.22380;0.13226
54;17689;3;5896;7.00;4.18;41272.00;24652.05;0.22047;0.13169
55;17424;3;5808;7.00;4.23;40656.00;24543.18;0.21718;0.13111
56;17161;3;5720;7.00;4.27;40040.00;24427.87;0.21389;0.13049
57;17161;3;5720;7.00;4.32;40040.00;24685.80;0.21389;0.13187
58;16900;3;5633;7.00;4.36;39431.00;24565.68;0.21064;0.13123
59;16641;3;5547;7.00;4.41;38829.00;24443.38;0.20742;0.13057
60;16384;3;5461;7.00;4.45;38227.00;24314.51;0.20420;0.12989
61;16129;3;5376;7.00;4.50;37632.00;24183.50;0.20103;0.12919
62;15876;3;5292;7.00;4.54;37044.00;24050.41;0.19788;0.12847
63;15625;3;5208;7.00;4.59;36456.00;23910.72;0.19474;0.12773
64;15376;3;5125;7.00;4.64;35875.00;23768.99;0.19164;0.12697
65;15376;3;5125;7.00;4.68;35875.00;24009.46;0.19164;0.12826
66;15129;3;5043;7.00;4.73;35301.00;23863.02;0.18857;0.12747
67;14884;3;4961;7.00;4.78;34727.00;23709.91;0.18551;0.12666
68;14641;3;4880;7.00;4.83;34160.00;23554.91;0.18248;0.12583
69;14400;3;4800;7.00;4.87;33600.00;23398.08;0.17949;0.12499
70;14161;3;4720;7.00;4.92;33040.00;23234.59;0.17650;0.12412
71;13924;3;4641;7.00;4.97;32487.00;23069.35;0.17354;0.12323
72;13689;3;4563;7.00;5.02;31941.00;22902.45;0.17063;0.12234
73;13689;3;4563;7.00;5.07;31941.00;23124.18;0.17063;0.12353
74;13456;3;4485;7.00;5.12;31395.00;22947.74;0.16771;0.12258
75;13225;3;4408;7.00;5.17;30856.00;22769.73;0.16483;0.12163
76;12996;3;4332;7.00;5.21;30324.00;22590.24;0.16199;0.12067
77;12769;3;4256;7.00;5.26;29792.00;22404.10;0.15915;0.11968
78;12544;3;4181;7.00;5.31;29267.00;22216.57;0.15634;0.11868
79;12321;3;4107;7.00;5.36;28749.00;22027.75;0.15357;0.11767
80;12321;3;4107;7.00;5.41;28749.00;22232.93;0.15357;0.11877
81;12100;3;4033;7.00;5.46;28231.00;22034.57;0.15081;0.11771
82;11881;3;3960;7.00;5.51;27720.00;21835.04;0.14808;0.11664
83;11664;3;3888;7.00;5.56;27216.00;21634.45;0.14538;0.11557
84;11449;3;3816;7.00;5.62;26712.00;21427.27;0.14269;0.11446
85;11236;3;3745;7.00;5.67;26215.00;21219.14;0.14004;0.11335
86;11025;3;3675;7.00;5.72;25725.00;21010.17;0.13742;0.11223
87;10816;3;3605;7.00;5.77;25235.00;20794.69;0.13480;0.11108
88;10816;3;3605;7.00;5.82;25235.00;20980.04;0.13480;0.11207
89;10609;3;3536;7.00;5.87;24752.00;20760.91;0.13222;0.11090
90;10404;3;3468;7.00;5.92;24276.00;20541.18;0.12968;0.10973
91;10201;3;3400;7.00;5.98;23800.00;20315.00;0.12714;0.10852
92;10000;3;3333;7.00;6.03;23331.00;20088.36;0.12463;0.10731
93;9801;3;3267;7.00;6.08;22869.00;19861.36;0.12216;0.10610
94;9604;3;3201;7.00;6.13;22407.00;19628.01;0.11970;0.10485
95;9409;3;3136;7.00;6.18;21952.00;19394.45;0.11727;0.10360
96;9409;3;3136;7.00;6.24;21952.00;19559.97;0.11727;0.10449
97;9216;3;3072;7.00;6.29;21504.00;19323.45;0.11487;0.10322
98;9025;3;3008;7.00;6.34;21056.00;19080.63;0.11248;0.10193
99;8836;3;2945;7.00;6.40;20615.00;18837.90;0.11012;0.10063
100;8649;3;2883;7.00;6.45;20181.00;18595.37;0.10780;0.09933
101;8464;3;2821;7.00;6.50;19747.00;18346.67;0.10549;0.09801
102;8281;3;2760;7.00;6.56;19320.00;18098.31;0.10321;0.09668
103;8100;3;2700;7.00;6.61;18900.00;17850.44;0.10096;0.09535
104;7921;3;2640;7.00;6.67;18480.00;17596.51;0.09872;0.09400
105;7744;3;2581;7.00;6.72;18067.00;17343.22;0.09651;0.09265
106;7744;3;2581;7.00;6.77;18067.00;17483.58;0.09651;0.09340
107;7569;3;2523;7.00;6.83;17661.00;17228.29;0.09434;0.09203
108;7396;3;2465;7.00;6.88;17255.00;16967.05;0.09217;0.09064
109;7225;3;2408;7.00;6.94;16856.00;16706.77;0.09004;0.08925
110;7056;3;2352;7.00;6.99;16464.00;16447.59;0.08795;0.08786
111;6889;3;2296;7.00;7.05;16072.00;16182.59;0.08585;0.08645
112;6724;3;2241;7.00;7.10;15687.00;15918.85;0.08380;0.08504
113;6561;3;2187;7.00;7.16;15309.00;15656.52;0.08178;0.08364
114;6561;3;2187;7.00;7.21;15309.00;15778.09;0.08178;0.08428
115;6400;3;2133;7.00;7.27;14931.00;15507.39;0.07976;0.08284
116;6241;3;2080;7.00;7.33;14560.00;15238.30;0.07778;0.08140
117;6084;3;2028;7.00;7.38;14196.00;14970.96;0.07583;0.07997
118;5929;3;1976;7.00;7.44;13832.00;14698.08;0.07389;0.07852
119;5776;3;1925;7.00;7.49;13475.00;14427.13;0.07198;0.07707
120;5625;3;1875;7.00;7.55;13125.00;14158.25;0.07011;0.07563
121;5476;3;1825;7.00;7.61;12775.00;13883.99;0.06824;0.07417
122;5476;3;1825;7.00;7.66;12775.00;13987.53;0.06824;0.07472
123;5329;3;1776;7.00;7.72;12432.00;13712.99;0.06641;0.07325
124;5184;3;1728;7.00;7.78;12096.00;13440.89;0.06462;0.07180
125;5041;3;1680;7.00;7.84;11760.00;13163.55;0.06282;0.07032
126;4900;3;1633;7.00;7.89;11431.00;12888.84;0.06106;0.06885
127;4761;3;1587;7.00;7.95;11109.00;12616.91;0.05934;0.06740
128;4624;3;1541;7.00;8.01;10787.00;12339.91;0.05762;0.06592
129;4624;3;1541;7.00;8.07;10787.00;12428.82;0.05762;0.06639
130;4489;3;1496;7.00;8.12;10472.00;12152.39;0.05594;0.06492
131;4356;3;1452;7.00;8.18;10164.00;11879.13;0.05429;0.06346
132;4225;3;1408;7.00;8.24;9856.00;11600.96;0.05265;0.06197
133;4096;3;1365;7.00;8.30;9555.00;11326.16;0.05104;0.06050
134;3969;3;1323;7.00;8.36;9261.00;11054.87;0.04947;0.05905
135;3844;3;1281;7.00;8.41;8967.00;10778.86;0.04790;0.05758
136;3721;3;1240;7.00;8.47;8680.00;10506.56;0.04637;0.05612
137;3721;3;1240;7.00;8.53;8680.00;10579.41;0.04637;0.05651
138;3600;3;1200;7.00;8.59;8400.00;10308.80;0.04487;0.05507
139;3481;3;1160;7.00;8.65;8120.00;10033.62;0.04338;0.05360
140;3364;3;1121;7.00;8.71;7847.00;9762.58;0.04192;0.05215
141;3249;3;1083;7.00;8.77;7581.00;9495.83;0.04050;0.05073
142;3136;3;1045;7.00;8.83;7315.00;9224.70;0.03908;0.04928
143;3025;3;1008;7.00;8.89;7056.00;8958.08;0.03769;0.04785
144;2916;3;972;7.00;8.95;6804.00;8696.12;0.03635;0.04645
145;2916;3;972;7.00;9.01;6804.00;8754.21;0.03635;0.04676
146;2809;3;936;7.00;9.07;6552.00;8486.04;0.03500;0.04533
147;2704;3;901;7.00;9.13;6307.00;8222.79;0.03369;0.04393
148;2601;3;867;7.00;9.19;6069.00;7964.63;0.03242;0.04255
149;2500;3;833;7.00;9.25;5831.00;7702.49;0.03115;0.04115
150;2401;3;800;7.00;9.31;5600.00;7445.65;0.02991;0.03977
151;2304;3;768;7.00;9.37;5376.00;7194.29;0.02872;0.03843
152;2209;3;736;7.00;9.43;5152.00;6939.14;0.02752;0.03707
153;2116;3;705;7.00;9.49;4935.00;6689.69;0.02636;0.03574
154;2025;3;675;7.00;9.55;4725.00;6446.10;0.02524;0.03443
155;1936;3;645;7.00;9.61;4515.00;6198.94;0.02412;0.03311
156;1936;3;645;7.00;9.67;4515.00;6238.34;0.02412;0.03332
157;1849;3;616;7.00;9.73;4312.00;5995.57;0.02303;0.03203
158;1764;3;588;7.00;9.79;4116.00;5759.10;0.02199;0.03076
159;1681;3;560;7.00;9.86;3920.00;5519.27;0.02094;0.02948
160;1600;3;533;7.00;9.92;3731.00;5285.98;0.01993;0.02824
161;1521;3;507;7.00;9.98;3549.00;5059.40;0.01896;0.02703
162;1444;3;481;7.00;10.04;3367.00;4829.66;0.01799;0.02580
163;1369;3;456;7.00;10.10;3192.00;4606.87;0.01705;0.02461
164;1296;3;432;7.00;10.16;3024.00;4391.20;0.01615;0.02346
165;1296;3;432;7.00;10.23;3024.00;4418.04;0.01615;0.02360
166;1225;3;408;7.00;10.29;2856.00;4197.99;0.01526;0.02243
167;1156;3;385;7.00;10.35;2695.00;3985.35;0.01440;0.02129
168;1089;3;363;7.00;10.41;2541.00;3780.29;0.01357;0.02019
169;1024;3;341;7.00;10.48;2387.00;3572.52;0.01275;0.01908
170;961;3;320;7.00;10.54;2240.00;3372.58;0.01197;0.01802
171;900;3;300;7.00;10.60;2100.00;3180.63;0.01122;0.01699
172;841;3;280;7.00;10.67;1960.00;2986.21;0.01047;0.01595
173;784;3;261;7.00;10.73;1827.00;2800.02;0.00976;0.01496
174;784;3;261;7.00;10.79;1827.00;2816.50;0.00976;0.01505
175;729;3;243;7.00;10.85;1701.00;2637.63;0.00909;0.01409
176;676;3;225;7.00;10.92;1575.00;2456.50;0.00841;0.01312
177;625;3;208;7.00;10.98;1456.00;2284.10;0.00778;0.01220
178;576;3;192;7.00;11.04;1344.00;2120.61;0.00718;0.01133
179;529;3;176;7.00;11.11;1232.00;1955.10;0.00658;0.01044
180;484;3;161;7.00;11.17;1127.00;1798.74;0.00602;0.00961
181;441;3;147;7.00;11.24;1029.00;1651.72;0.00550;0.00882
182;400;3;133;7.00;11.30;931.00;1502.92;0.00497;0.00803
183;361;3;120;7.00;11.36;840.00;1363.71;0.00449;0.00728
184;324;3;108;7.00;11.43;756.00;1234.28;0.00404;0.00659
185;289;3;96;7.00;11.49;672.00;1103.31;0.00359;0.00589
186;256;3;85;7.00;11.56;595.00;982.36;0.00318;0.00525
187;256;3;85;7.00;11.62;595.00;987.85;0.00318;0.00528
188;225;3;75;7.00;11.69;525.00;876.48;0.00280;0.00468
189;196;3;65;7.00;11.75;455.00;763.82;0.00243;0.00408
190;169;3;56;7.00;11.82;392.00;661.69;0.00209;0.00353
191;144;3;48;7.00;11.88;336.00;570.28;0.00179;0.00305
192;144;3;48;7.00;11.95;336.00;573.40;0.00179;0.00306
193;121;3;40;7.00;12.01;280.00;480.44;0.00150;0.00257
194;81;3;27;7.00;12.08;189.00;326.06;0.00101;0.00174
195;81;3;27;7.00;12.14;189.00;327.82;0.00101;0.00175
196;64;3;21;7.00;12.21;147.00;256.35;0.00079;0.00137
197;49;3;16;7.00;12.27;112.00;196.36;0.00060;0.00105
198;36;3;12;7.00;12.34;84.00;148.06;0.00045;0.00079
199;25;3;8;7.00;12.40;56.00;99.23;0.00030;0.00053
200;16;3;5;7.00;12.47;35.00;62.35;0.00019;0.00033
201;9;3;3;7.00;12.54;21.00;37.61;0.00011;0.00020
202;9;3;3;7.00;12.60;21.00;37.81;0.00011;0.00020
203;4;3;1;7.00;12.67;7.00;12.67;0.00004;0.00007
